 ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
91,0.076666664,0.133333337,0.230000004,0.583333343,0.74000001,0.681111097,0.818888903,0.50444445,0.843333334,0.867777795,0.902222246,0.854444444,0.908888876,0.884444445,0.908888906,0.879999995,0.833333343,0.939999998,0.924444437,0.945555538
92,0.165555559,0.232222222,0.11777778,0.472222209,0.644444466,0.546666667,0.655555576,0.831111103,0.728888899,0.900000006,0.768888891,0.908888906,0.853333324,0.912222236,0.906666666,0.895555556,0.917777807,0.940000027,0.924444467,0.948888898
93,0.063333333,0.203333337,0.467777774,0.598888904,0.641111106,0.655555546,0.642222226,0.826666683,0.793333322,0.794444442,0.874444455,0.867777795,0.865555555,0.904444426,0.776666671,0.928888917,0.944444448,0.942222208,0.930000007,0.942222208
94,0.078888889,0.24222222,0.274444446,0.593333319,0.603333324,0.74333334,0.731111109,0.847777784,0.849999994,0.553333327,0.807777792,0.887777776,0.869999975,0.918888897,0.930000007,0.844444454,0.926666677,0.930000007,0.927777797,0.932222217
95,0.071111109,0.248888895,0.425555557,0.587777764,0.535555542,0.75666666,0.579999998,0.724444449,0.850000024,0.824444443,0.818888873,0.894444436,0.895555556,0.938888878,0.917777777,0.859999985,0.937777787,0.938888878,0.912222236,0.916666657
96,0.082222221,0.198888887,0.404444441,0.401111118,0.576666653,0.603333324,0.801111102,0.885555565,0.857777804,0.806666672,0.833333343,0.917777807,0.902222216,0.870000005,0.904444426,0.912222207,0.910000026,0.938888878,0.917777777,0.944444448
97,0.09,0.214444444,0.296666667,0.585555553,0.590000004,0.639999986,0.835555553,0.838888913,0.789999992,0.903333336,0.883333325,0.926666647,0.937777787,0.906666666,0.928888887,0.879999995,0.933333337,0.931111097,0.943333328,0.945555538
98,0.074444445,0.145555552,0.416666687,0.614444435,0.526666671,0.75555554,0.591111094,0.798888892,0.734444439,0.828888893,0.856666654,0.896666646,0.917777777,0.904444426,0.935555577,0.923333347,0.909999996,0.875555545,0.944444448,0.908888876
99,0.103333332,0.272222225,0.348888889,0.474444434,0.481111109,0.634444445,0.798888892,0.75222224,0.817777783,0.895555556,0.892222226,0.889999986,0.853333324,0.933333337,0.909999996,0.934444457,0.932222217,0.945555568,0.926666677,0.951111108
100,0.107777778,0.122222222,0.294444442,0.447777793,0.668888897,0.74222222,0.783333331,0.796666682,0.836666644,0.847777784,0.911111116,0.874444455,0.880000025,0.833333343,0.902222216,0.936666667,0.937777787,0.933333337,0.939999998,0.944444448
